Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,179
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/26/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.6
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1244.8
05/05/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/04/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/25/23,May-23,Boat App,Scenic Savannah Night Tour with Riverboat Dinner Cruise,Savannah,USA,Revenue,Tour Income,382.4
05/04/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,189.6
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/04/23,May-23,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
05/26/23,May-23,Boat App,Scenic Niagara Falls Night Tour with Boat Ride - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,469.6
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/05/23,May-23,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,558.4
05/05/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/04/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/05/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/23/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,88
05/04/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,477.6
05/26/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/25/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/05/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,143.2
05/04/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/04/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/26/23,May-23,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
05/05/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,239.2
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/04/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
05/05/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/05/23,May-23,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
05/05/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,284.8
05/05/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/05/23,May-23,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
05/02/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
05/02/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/03/23,May-23,Boat App,Scenic Chicago Night Tour,Chicago,USA,Revenue,Tour Income,254.4
05/01/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
05/01/23,May-23,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
05/05/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/04/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/04/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,933.6
05/03/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/04/23,May-23,Boat App,Scenic Chicago Night Tour,Chicago,USA,Revenue,Tour Income,254.4
05/04/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
05/01/23,May-23,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,127.2
05/04/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/26/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/04/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298
05/26/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
05/26/23,May-23,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,309.6
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,524.8
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/04/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/04/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,151.2
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/22/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,198.4
05/19/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/21/23,May-23,Boat App,Best of Niagara Falls Canada Tour from Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,226.3
05/21/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
05/20/23,May-23,Boat App,Light Up The Falls Plus Dinner,"Niagara Falls, Canada",Canada,Revenue,Tour Income,183.2
05/17/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,357.6
05/17/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/14/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/04/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/14/23,May-23,Boat App,Sweet Savannah Evening Dessert Walking Tour,Savannah,USA,Revenue,Tour Income,143.2
05/13/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
05/09/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
05/06/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,309.6
05/07/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
05/05/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716
05/01/23,May-23,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
05/26/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,895
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.6
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
05/25/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,381.6
05/25/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716
05/25/23,May-23,Boat App,"Best of Niagara Falls, Canada Exclusive Private Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,0
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,366.4
05/25/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Niagara Falls USA Day and Night Combo Tour,"Niagara Falls, USA",USA,Revenue,Tour Income,645.6
05/25/23,May-23,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
05/25/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/25/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
05/25/23,May-23,Boat App,Best of Toronto Exclusive Private Tour,Toronto,Canada,Revenue,Tour Income,907.2
05/25/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
05/24/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366
05/23/23,May-23,Boat App,Austin Taco Food Walking Tour,Austin,USA,Revenue,Tour Income,110.4
05/24/23,May-23,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,558.4
05/24/23,May-23,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/22/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/25/23,May-23,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/03/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/23/23,May-23,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
05/23/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/25/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
05/03/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366
05/24/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
05/24/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/25/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,598
05/24/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
05/18/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/25/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/24/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
05/22/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/24/23,May-23,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,168.3
05/25/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,236.8
05/02/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
05/25/23,May-23,Boat App,Halifax Harbourfront Food Walking Tour,Halifax,Canada,Revenue,Tour Income,253.6
05/04/23,May-23,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
05/04/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
05/04/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/25/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,636.8
05/24/23,May-23,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
05/22/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,476.8
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/25/23,May-23,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,174.4
05/25/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/25/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,103.2
05/25/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/02/23,May-23,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
05/22/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/21/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
05/20/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,859.2
05/21/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
05/09/23,May-23,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
05/18/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/17/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/17/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/04/23,May-23,Boat App,Scenic Philadelphia Night Tour,Philadelphia,USA,Revenue,Tour Income,83.2
05/13/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,206.4
05/11/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
05/06/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/06/23,May-23,Boat App,Austin Red River Street Food Walking Tour,Austin,USA,Revenue,Tour Income,174.4
05/05/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716
05/04/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366
05/04/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,206.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/24/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,206.4
05/24/23,May-23,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Everglades Express from Fort Lauderdale Tour,Fort Lauderdale,USA,Revenue,Tour Income,134.4
05/24/23,May-23,Boat App,Scenic Vancouver Twilight Tour,Vancouver,Canada,Revenue,Tour Income,559.3
05/24/23,May-23,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,837.6
05/24/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,140.8
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.6
05/24/23,May-23,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,955.2
05/23/23,May-23,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,698
05/24/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
05/24/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
05/22/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/24/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/22/23,May-23,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,636.8
05/24/23,May-23,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,837.6
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/24/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,103.2
05/23/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/23/23,May-23,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
05/24/23,May-23,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
05/23/23,May-23,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/23/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,309.6
05/24/23,May-23,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,127.2
05/23/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
05/21/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
05/24/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,356
05/24/23,May-23,Boat App,Scenic Philadelphia Night Tour,Philadelphia,USA,Revenue,Tour Income,83.2
05/22/23,May-23,Boat App,Lunenburg Express From Halifax With Lobster Lunch,Halifax,Canada,Revenue,Tour Income,174.4
05/20/23,May-23,Boat App,Scenic Savannah Night Tour with Riverboat Dinner Cruise,Savannah,USA,Revenue,Tour Income,382.4
05/24/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.6
05/23/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,636.8
05/24/23,May-23,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,476.8
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/24/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
05/21/23,May-23,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,189.6
05/22/23,May-23,Boat App,Best of Toronto Walking Tour,Toronto,Canada,Revenue,Tour Income,222.4
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
05/21/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,103.2
05/24/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
05/24/23,May-23,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
05/24/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
05/03/23,May-23,Boat App,Best of Savannah Tour,Savannah,USA,Revenue,Tour Income,143.2
05/03/23,May-23,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,206.4
05/03/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/03/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,239.2
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
05/23/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358
05/23/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183
05/03/23,May-23,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366
05/03/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,129
05/02/23,May-23,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
05/24/23,May-23,Boat App,Light Up The Falls Plus Dinner,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
05/03/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/24/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,143.2
05/03/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,159.2
05/03/23,May-23,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
05/03/23,May-23,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,103.2
05/03/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,129
05/03/23,May-23,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
05/23/23,May-23,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,412.8
05/03/23,May-23,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.6
05/02/23,May-23,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
05/22/23,May-23,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
